,1,Fecha
178,22.327421332773167,2015-11-30
179,34.64482753060011,2015-12-31
180,20.215708876772773,2016-01-31
181,22.846951590641684,2016-02-29
182,16.49048683583613,2016-03-31
183,14.96567775509253,2016-04-30
184,16.677102657781976,2016-05-31
185,19.82745131954979,2016-06-30
186,22.51412476373303,2016-07-31
187,21.615364748004502,2016-08-31
188,19.828937531441838,2016-09-30
189,22.152234393811092,2016-10-31
190,18.91783288289984,2016-11-30
191,18.779441458535267,2016-12-31
