0,47.293600121500546
1,55.12832770668076
2,32.60609223349655
3,28.833526303889805
4,31.295070023254656
5,32.78615552600111
6,30.895708835414467
7,31.05572652451532
8,29.5031078633107
9,31.72375908131748
10,28.172920269021255
11,30.501190599587055
0,36.87809430065286
1,37.37394961275929
2,35.112357404071766
3,34.24677357841655
4,29.014845268029248
5,35.95230365161711
6,34.64861366828675
7,27.83595114941094
8,29.49897711063711
9,29.704568338179257
10,27.085233779031018
11,26.8635800729058
0,24.81247891166344
1,25.99371015232481
2,38.06731654486963
3,29.736321086802885
4,30.096026362604444
5,39.75381232794139
6,33.494597324985676
7,33.64512877545212
8,27.97721292271609
9,21.944122536620128
10,28.220019181335026
11,22.810386468239535
0,22.208213203086338
1,35.577634641877545
2,34.54353678088557
3,21.621800740930198
4,26.338370317661283
5,31.735654830452187
6,35.769257164738086
7,26.395983343215914
8,33.64222252896185
9,28.332649319005878
10,32.96187297501726
11,20.65097749416286
0,27.465787687070797
1,29.242306171449172
2,40.497776942179385
3,32.012188997023756
4,34.735495931270606
5,38.47543142417815
6,35.12454487309086
7,29.12852881482087
8,29.504051401889463
9,26.643167068280192
10,22.34967864572683
11,25.690856007963408
0,26.10316777039781
1,36.80232874488813
2,30.78689354495429
3,31.027896454159748
4,36.667625707148765
5,42.83288118587763
6,36.12331585194304
7,25.221841025270688
8,28.287670892006222
9,32.30235023240344
10,31.329759135638803
11,25.79584437451806
0,36.2702029875857
1,29.698027930044756
2,29.64542811105231
3,30.70203263461367
4,30.537968020000477
5,27.853267738888086
6,31.53091876516176
7,29.695401275421162
8,29.15372887882995
9,26.472274599588342
10,38.89339390083687
11,28.287442445921126
0,32.93723835991283
1,34.64804306157925
2,23.3416737810706
3,24.673715864117604
4,23.252266142758195
5,23.137710832049304
6,25.6808097744776
7,23.16324069751816
8,24.710823415300776
9,31.15425152685339
10,20.182579808775714
11,20.82977163250511
0,18.92777486093446
1,25.483144896797125
2,28.733971742788327
3,19.2329455313734
4,28.55833669040043
5,25.66190334551666
6,25.63160565757171
7,23.5671612963412
8,22.742672926011025
9,23.445264374700866
10,27.309347641127932
11,17.708222497506732
0,17.405147320268572
1,17.633226819559646
2,27.876883488197002
3,21.625204429927077
4,18.860221163700228
5,19.83096042674179
6,24.24848033172968
7,21.536846010842936
8,20.0949872508926
9,21.018377160656524
10,17.926363323183093
11,20.538174426969682
0,25.59699474794517
1,26.295154016938966
2,21.30529826619143
3,24.652416774352197
4,20.99982888851412
5,19.59346320950626
6,21.31697400692089
7,23.10251926797001
8,21.99154770164321
9,24.441703201819422
10,19.24726054264626
11,17.94307902305061
0,23.29036971199495
1,25.647737973012703
2,27.947709739263814
3,15.694662289468884
4,20.008140609301513
5,25.043164487924393
6,22.512194745049264
7,25.770376547396783
8,21.19768495386999
9,19.5926310805232
10,17.639700886062574
11,18.384497715531882
0,18.221587825537643
1,17.103670534054437
2,16.15408760673956
3,18.25428192203429
4,16.831029974193964
5,20.632804520763965
6,23.62111745662891
7,21.252797597981527
8,20.63005328129079
9,20.03267632392315
10,16.972348894074898
11,23.007033288985603
0,17.171057802170697
1,15.746430556034792
2,23.44850831613401
3,17.97353063056069
4,16.64365119810618
5,20.22220864620067
6,18.61766113671174
7,18.686919957322154
8,20.689024612327906
9,24.76513399515725
10,23.278578850103774
11,17.87918283183815
0,20.49843229813863
1,18.960199596252533
2,21.42804972593136
3,20.854528784609535
4,21.844692600623954
5,20.5586831551656
6,25.231783510455394
7,20.670335222284827
8,17.744803537231853
9,19.242708094954196
10,22.327421332773167
11,34.64482753060011
0,20.215708876772776
1,22.846951590641684
2,16.49048683583613
3,14.96567775509253
4,16.677102657781976
5,19.827451319549787
6,22.51412476373303
7,21.615364748004506
8,19.828937531441838
9,22.152234393811096
10,18.91783288289984
11,18.779441458535263
