2018T1,5.4
2017T4,5.3
2017T3,6.3
2017T2,5.3
2017T1,5.1
2016T4,5.1
2016T3,5.6
2016T2,5.5
2016T1,5.4
2015T4,4.7
2015T3,5.3
2015T2,4.9
2015T1,5.2
2014T4,5.0
2014T3,5.3
2014T2,4.6
2014T1,4.1
2013T4,4.2
2013T3,4.8
2013T2,4.5
2013T1,4.7
2012T4,4.4
2012T3,5.1
2012T2,4.9
2012T1,4.7
2011T4,3.9
2011T3,5.0
2011T2,5.0
2011T1,4.6
2010T4,4.4
2010T3,5.0
2010T2,5.0
2010T1,4.2
2009T4,4.5
2009T3,5.2
2009T2,4.7
2009T1,4.2
2008T4,4.7
2008T3,5.5
2008T2,5.1
2008T1,5.2
